Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
383	478	0.190038	-0.0499622
384	479	0.190305	-0.0496951
385	480	0.190583	-0.0494171
386	481	0.19073	-0.0492697
387	482	0.190889	-0.0491107
388	483	0.190994	-0.0490059
389	484	0.190926	-0.0490744
390	485	0.190712	-0.0492876
391	486	0.190578	-0.0494222
392	487	0.190384	-0.049616
393	488	0.19024	-0.04976
394	489	0.190001	-0.0499993
466	561	0.190035	-0.0499651
467	562	0.190148	-0.0498522
468	563	0.190308	-0.0496919
469	564	0.190453	-0.0495468
470	565	0.190424	-0.0495757
471	566	0.190345	-0.0496548
472	567	0.190213	-0.0497872
1307	1402	0.190094	-0.0499059
1308	1403	0.191952	-0.0480475
1309	1404	0.193697	-0.046303
1310	1405	0.195501	-0.0444987
1311	1406	0.197083	-0.0429166
1312	1407	0.198479	-0.0415212
1313	1408	0.199836	-0.0401636
1314	1409	0.201088	-0.0389123
1315	1410	0.202297	-0.0377026
1316	1411	0.203427	-0.0365728
1317	1412	0.204369	-0.0356306
1318	1413	0.205251	-0.0347489
1319	1414	0.206117	-0.0338834
1320	1415	0.206781	-0.0332194
1321	1416	0.207363	-0.0326369
1322	1417	0.207829	-0.0321708
1323	1418	0.208216	-0.0317837
1324	1419	0.208527	-0.031473
1325	1420	0.208702	-0.0312983
1326	1421	0.208894	-0.031106
1327	1422	0.209001	-0.0309994
1328	1423	0.20881	-0.0311901
1329	1424	0.212807	-0.0271928
1330	1425	0.216835	-0.0231649
1331	1426	0.220428	-0.0195723
1332	1427	0.223337	-0.0166628
1333	1428	0.225856	-0.0141439
1334	1429	0.2279	-0.0121005
1335	1430	0.22966	-0.0103397
1336	1431	0.230861	-0.00913855
1337	1432	0.231323	-0.00867704
1338	1433	0.232063	-0.00793687
1339	1434	0.232959	-0.00704125
1340	1435	0.233501	-0.00649886
1341	1436	0.233582	-0.00641803
1342	1437	0.233133	-0.00686662
1343	1438	0.231986	-0.00801402
1344	1439	0.230222	-0.00977777
1345	1440	0.228152	-0.0118483
1346	1441	0.226151	-0.0138489
1347	1442	0.224108	-0.0158923
1348	1443	0.221266	-0.0187338
1349	1444	0.217919	-0.0220811
1350	1445	0.214327	-0.0256732
1351	1446	0.21054	-0.0294596
1352	1447	0.206289	-0.0337113
1353	1448	0.201716	-0.0382839
1354	1449	0.197032	-0.0429683
1355	1450	0.192204	-0.0477964
1512	1607	0.190435	-0.0495655
1513	1608	0.191295	-0.0487054
1514	1609	0.191586	-0.0484145
1515	1610	0.191406	-0.0485936
1516	1611	0.190927	-0.049073
1517	1612	0.190099	-0.0499015
1876	1971	0.190525	-0.0494751
1877	1972	0.191207	-0.0487928
1878	1973	0.191836	-0.0481645
1879	1974	0.192379	-0.0476212
1880	1975	0.192857	-0.0471431
1881	1976	0.193284	-0.0467155
1882	1977	0.193541	-0.0464586
1883	1978	0.193985	-0.0460154
1884	1979	0.194429	-0.0455712
1885	1980	0.194853	-0.0451473
1886	1981	0.195184	-0.0448157
1887	1982	0.195436	-0.0445637
1888	1983	0.195449	-0.0445514
1889	1984	0.198071	-0.0419286
1890	1985	0.200606	-0.0393944
1891	1986	0.202589	-0.0374108
1892	1987	0.204199	-0.0358007
1893	1988	0.205468	-0.0345318
1894	1989	0.206598	-0.0334015
1895	1990	0.207172	-0.0328276
1896	1991	0.207048	-0.0329523
1897	1992	0.207117	-0.0328835
1898	1993	0.206832	-0.0331683
1899	1994	0.206233	-0.0337666
1900	1995	0.205549	-0.0344514
1901	1996	0.204551	-0.0354491
1902	1997	0.20327	-0.0367299
1903	1998	0.201719	-0.0382806
1904	1999	0.199768	-0.0402317
1905	2000	0.197957	-0.0420434
1906	2001	0.196113	-0.0438866
1907	2002	0.193996	-0.0460039
1908	2003	0.191386	-0.0486138
2448	2543	0.190145	-0.0498549
2449	2544	0.191596	-0.0484044
2450	2545	0.192878	-0.0471221
2451	2546	0.194118	-0.0458816
2452	2547	0.195314	-0.0446861
2453	2548	0.196287	-0.0437126
2454	2549	0.197183	-0.0428167
2455	2550	0.19838	-0.0416199
2456	2551	0.199323	-0.0406767
2457	2552	0.200241	-0.0397586
2458	2553	0.201136	-0.0388641
