Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
6580	6963	0.190076	-0.0499239
6581	6964	0.190202	-0.0497983
6582	6965	0.190317	-0.0496825
6583	6966	0.190448	-0.0495521
6584	6967	0.190589	-0.0494113
6585	6968	0.190728	-0.0492716
6586	6969	0.190869	-0.0491313
6587	6970	0.191	-0.0489998
6588	6971	0.191128	-0.0488723
6589	6972	0.191248	-0.0487516
6590	6973	0.191355	-0.0486455
6591	6974	0.191455	-0.0485446
6592	6975	0.191552	-0.0484485
6593	6976	0.191631	-0.0483693
6594	6977	0.191714	-0.0482861
6595	6978	0.191796	-0.0482042
6596	6979	0.191868	-0.0481318
6597	6980	0.191921	-0.0480788
6598	6981	0.191963	-0.0480369
6599	6982	0.191995	-0.0480046
6600	6983	0.192018	-0.0479823
6601	6984	0.192049	-0.047951
6602	6985	0.192093	-0.0479066
6603	6986	0.192144	-0.0478555
6604	6987	0.192196	-0.0478041
6605	6988	0.192234	-0.0477659
6606	6989	0.192271	-0.0477287
6607	6990	0.192305	-0.0476954
6608	6991	0.192334	-0.0476656
6609	6992	0.19236	-0.0476399
6610	6993	0.192361	-0.047639
6611	6994	0.192374	-0.0476264
6612	6995	0.192372	-0.0476283
6613	6996	0.192349	-0.0476511
6614	6997	0.192329	-0.0476705
6615	6998	0.192308	-0.0476921
6616	6999	0.192286	-0.0477145
6617	7000	0.192261	-0.0477394
6618	7001	0.192226	-0.0477745
6619	7002	0.192185	-0.0478148
6620	7003	0.192146	-0.047854
6621	7004	0.192118	-0.0478825
6622	7005	0.192079	-0.0479214
6623	7006	0.192045	-0.0479547
6624	7007	0.192015	-0.0479846
6625	7008	0.191978	-0.0480219
6626	7009	0.191943	-0.0480571
6627	7010	0.191898	-0.0481024
6628	7011	0.191847	-0.0481526
6629	7012	0.191792	-0.048208
6630	7013	0.191741	-0.0482589
6631	7014	0.191689	-0.0483114
6632	7015	0.19163	-0.0483697
6633	7016	0.191563	-0.0484373
6634	7017	0.191491	-0.0485092
6635	7018	0.191413	-0.0485874
6636	7019	0.19133	-0.0486704
6637	7020	0.191247	-0.0487531
6638	7021	0.191172	-0.0488279
6639	7022	0.191098	-0.0489022
6640	7023	0.19103	-0.0489702
6641	7024	0.190971	-0.0490291
6642	7025	0.190913	-0.0490874
6643	7026	0.190856	-0.0491435
6644	7027	0.190806	-0.0491945
6645	7028	0.190758	-0.0492416
6646	7029	0.190709	-0.0492908
6647	7030	0.190666	-0.049334
6648	7031	0.190629	-0.0493713
6649	7032	0.190572	-0.0494284
6650	7033	0.190507	-0.0494928
6651	7034	0.190437	-0.0495625
6652	7035	0.190357	-0.049643
6653	7036	0.190276	-0.0497238
6654	7037	0.190199	-0.0498008
6655	7038	0.190113	-0.0498872
6656	7039	0.190024	-0.0499759
9279	9662	0.190593	-0.0494069
9280	9663	0.192148	-0.047852
9281	9664	0.193659	-0.0463413
9282	9665	0.195143	-0.0448571
9283	9666	0.196622	-0.0433776
9284	9667	0.198068	-0.0419323
9285	9668	0.199485	-0.0405145
9286	9669	0.200894	-0.0391056
9287	9670	0.20228	-0.0377198
9288	9671	0.203654	-0.0363457
9289	9672	0.205016	-0.0349837
9290	9673	0.206352	-0.0336477
9291	9674	0.207653	-0.0323472
9292	9675	0.208891	-0.0311086
9293	9676	0.210095	-0.0299051
9294	9677	0.211257	-0.0287429
9295	9678	0.212381	-0.0276188
9296	9679	0.213474	-0.0265259
9297	9680	0.214531	-0.0254687
9298	9681	0.215549	-0.024451
9299	9682	0.216445	-0.0235545
9300	9683	0.217315	-0.0226849
9301	9684	0.218122	-0.0218775
9302	9685	0.218885	-0.0211148
9303	9686	0.219632	-0.0203685
9304	9687	0.220334	-0.0196657
9305	9688	0.220979	-0.0190214
9306	9689	0.22158	-0.01842
9307	9690	0.222115	-0.0178853
9308	9691	0.222613	-0.0173874
9309	9692	0.223107	-0.0168927
9310	9693	0.223574	-0.0164261
9311	9694	0.224134	-0.015866
9312	9695	0.224613	-0.0153872
9313	9696	0.225029	-0.0149707
9314	9697	0.22539	-0.0146104
9315	9698	0.225719	-0.0142807
9316	9699	0.225963	-0.0140372
9317	9700	0.226157	-0.0138433
9318	9701	0.226239	-0.0137612
9319	9702	0.22633	-0.0136699
9320	9703	0.226363	-0.0136369
9321	9704	0.226352	-0.0136481
9322	9705	0.226294	-0.0137062
9323	9706	0.226179	-0.0138207
9324	9707	0.226019	-0.0139808
9325	9708	0.225828	-0.0141725
9326	9709	0.225685	-0.014315
9327	9710	0.225553	-0.0144473
9328	9711	0.225383	-0.0146166
9329	9712	0.225188	-0.0148118
9330	9713	0.224956	-0.0150436
9331	9714	0.224694	-0.0153064
9332	9715	0.224476	-0.0155237
9333	9716	0.224225	-0.0157746
9334	9717	0.223927	-0.0160729
9335	9718	0.223574	-0.0164261
9336	9719	0.223187	-0.0168135
9337	9720	0.222752	-0.0172476
9338	9721	0.222255	-0.0177451
9339	9722	0.221715	-0.0182847
9340	9723	0.221114	-0.0188857
9341	9724	0.220465	-0.019535
9342	9725	0.219742	-0.0202579
9343	9726	0.218956	-0.0210437
9344	9727	0.218146	-0.021854
9345	9728	0.217289	-0.0227115
9346	9729	0.216363	-0.0236365
9347	9730	0.215387	-0.0246125
9348	9731	0.214377	-0.0256231
9349	9732	0.213349	-0.0266506
9350	9733	0.212359	-0.0276406
9351	9734	0.21131	-0.0286902
9352	9735	0.210223	-0.0297772
9353	9736	0.20907	-0.0309299
9354	9737	0.207877	-0.0321228
9355	9738	0.206635	-0.0333651
9356	9739	0.205314	-0.034686
9357	9740	0.204028	-0.0359725
9358	9741	0.202701	-0.0372994
9359	9742	0.201325	-0.0386749
9360	9743	0.199904	-0.040096
9361	9744	0.198434	-0.0415658
9362	9745	0.196918	-0.0430822
9363	9746	0.195349	-0.0446508
9364	9747	0.193722	-0.0462777
9365	9748	0.19204	-0.0479604
9366	9749	0.190298	-0.0497017
9395	9778	0.190208	-0.0497922
9396	9779	0.190611	-0.0493887
9397	9780	0.19101	-0.0489903
9398	9781	0.191394	-0.0486056
9399	9782	0.191794	-0.048206
9400	9783	0.192167	-0.0478326
9401	9784	0.192527	-0.047473
9402	9785	0.192871	-0.0471289
9403	9786	0.193199	-0.0468012
9404	9787	0.19352	-0.0464797
9405	9788	0.193812	-0.0461882
9406	9789	0.194068	-0.0459317
9407	9790	0.194327	-0.0456727
9408	9791	0.194567	-0.045433
9409	9792	0.194801	-0.0451986
9410	9793	0.19504	-0.0449605
9411	9794	0.195276	-0.0447242
9412	9795	0.195503	-0.0444972
9413	9796	0.195719	-0.0442814
9414	9797	0.19593	-0.04407
9415	9798	0.196138	-0.0438617
9416	9799	0.196361	-0.0436391
9417	9800	0.196568	-0.0434317
9418	9801	0.196768	-0.043232
9419	9802	0.196953	-0.0430468
9420	9803	0.19712	-0.0428801
9421	9804	0.197267	-0.0427326
9422	9805	0.197397	-0.0426031
9423	9806	0.197517	-0.0424828
9424	9807	0.197629	-0.0423712
9425	9808	0.197724	-0.0422763
9426	9809	0.197807	-0.0421926
9427	9810	0.197899	-0.0421012
9428	9811	0.197982	-0.0420184
9429	9812	0.198065	-0.0419348
9430	9813	0.198145	-0.0418545
9431	9814	0.198214	-0.041786
9432	9815	0.198281	-0.0417189
9433	9816	0.198336	-0.0416636
9434	9817	0.198372	-0.041628
9435	9818	0.19841	-0.0415904
9436	9819	0.198434	-0.0415662
9437	9820	0.198452	-0.0415477
9438	9821	0.198457	-0.0415432
9439	9822	0.198445	-0.0415552
9440	9823	0.198432	-0.041568
9441	9824	0.198408	-0.0415921
9442	9825	0.198361	-0.0416391
9443	9826	0.198292	-0.0417077
9444	9827	0.1982	-0.0418004
9445	9828	0.198093	-0.041907
9446	9829	0.197982	-0.0420185
9447	9830	0.197851	-0.0421491
9448	9831	0.197724	-0.0422759
9449	9832	0.197591	-0.0424093
9450	9833	0.197443	-0.0425568
9451	9834	0.197287	-0.042713
9452	9835	0.197119	-0.0428807
9453	9836	0.196938	-0.0430621
9454	9837	0.196753	-0.0432471
9455	9838	0.196578	-0.0434221
9456	9839	0.196399	-0.0436006
9457	9840	0.196209	-0.0437912
9458	9841	0.196002	-0.0439981
9459	9842	0.195779	-0.0442213
9460	9843	0.195538	-0.0444624
9461	9844	0.195281	-0.0447194
9462	9845	0.195018	-0.0449817
9463	9846	0.194745	-0.045255
9464	9847	0.194452	-0.0455476
9465	9848	0.194156	-0.0458436
9466	9849	0.193848	-0.0461517
9467	9850	0.193541	-0.0464585
9468	9851	0.193227	-0.0467728
9469	9852	0.192897	-0.0471025
9470	9853	0.192559	-0.0474406
9471	9854	0.192215	-0.0477855
9472	9855	0.191848	-0.0481523
9473	9856	0.191461	-0.0485387
9474	9857	0.191078	-0.0489218
9475	9858	0.1907	-0.0492997
9476	9859	0.190324	-0.0496759
