Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
1612	1707	0.190085	-0.0499149
1613	1708	0.190781	-0.0492195
1614	1709	0.191466	-0.0485341
1615	1710	0.19212	-0.0478801
1616	1711	0.192752	-0.0472485
1617	1712	0.193181	-0.0468185
1618	1713	0.193606	-0.0463938
1619	1714	0.193969	-0.046031
1620	1715	0.194326	-0.0456742
1621	1716	0.194715	-0.0452855
1622	1717	0.195073	-0.0449265
1623	1718	0.195409	-0.0445908
1624	1719	0.195603	-0.0443965
1625	1720	0.19574	-0.04426
1626	1721	0.195836	-0.0441635
1627	1722	0.196026	-0.0439738
1628	1723	0.196205	-0.0437946
1629	1724	0.196381	-0.0436189
1630	1725	0.196455	-0.0435449
1631	1726	0.196501	-0.0434986
1632	1727	0.19654	-0.0434601
1633	1728	0.196391	-0.0436089
1634	1729	0.19622	-0.04378
1635	1730	0.196091	-0.0439087
1636	1731	0.195929	-0.0440706
1637	1732	0.195768	-0.0442318
1638	1733	0.195595	-0.0444054
1639	1734	0.195345	-0.0446552
1640	1735	0.195089	-0.0449109
1641	1736	0.194799	-0.0452011
1642	1737	0.194519	-0.0454806
1643	1738	0.194185	-0.0458152
1644	1739	0.193807	-0.0461934
1645	1740	0.193341	-0.0466594
1646	1741	0.19287	-0.0471303
1647	1742	0.192402	-0.0475977
1648	1743	0.191773	-0.048227
1649	1744	0.19111	-0.0488902
1650	1745	0.190396	-0.049604
2949	3044	0.190171	-0.0498288
2950	3045	0.192189	-0.0478109
2951	3046	0.194092	-0.0459079
2952	3047	0.195896	-0.0441043
2953	3048	0.197579	-0.0424208
2954	3049	0.199195	-0.040805
2955	3050	0.200906	-0.0390939
2956	3051	0.202585	-0.0374151
2957	3052	0.204187	-0.0358133
2958	3053	0.205716	-0.0342843
2959	3054	0.207428	-0.0325724
2960	3055	0.209081	-0.0309185
2961	3056	0.210673	-0.0293266
2962	3057	0.212186	-0.0278141
2963	3058	0.213426	-0.0265738
2964	3059	0.214621	-0.0253794
2965	3060	0.215748	-0.024252
2966	3061	0.216739	-0.0232606
2967	3062	0.21777	-0.0222301
2968	3063	0.218666	-0.0213341
2969	3064	0.219694	-0.0203064
2970	3065	0.22068	-0.0193197
2971	3066	0.221612	-0.018388
2972	3067	0.222481	-0.0175186
2973	3068	0.223274	-0.016726
2974	3069	0.223861	-0.0161393
2975	3070	0.224382	-0.0156185
2976	3071	0.224858	-0.0151422
