Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
6580	6963	0.190204	-0.0497956
6581	6964	0.190524	-0.0494755
6582	6965	0.190841	-0.0491588
6583	6966	0.191134	-0.0488655
6584	6967	0.191403	-0.0485971
6585	6968	0.191668	-0.0483321
6586	6969	0.191898	-0.0481019
6587	6970	0.192141	-0.047859
6588	6971	0.192368	-0.0476321
6589	6972	0.192605	-0.0473948
6590	6973	0.19283	-0.0471696
6591	6974	0.19306	-0.0469397
6592	6975	0.1933	-0.0467004
6593	6976	0.19355	-0.0464496
6594	6977	0.193777	-0.0462229
6595	6978	0.194003	-0.0459966
6596	6979	0.19421	-0.0457899
6597	6980	0.194412	-0.0455876
6598	6981	0.194607	-0.0453928
6599	6982	0.194796	-0.0452038
6600	6983	0.19498	-0.04502
6601	6984	0.195167	-0.0448329
6602	6985	0.195353	-0.044647
6603	6986	0.195565	-0.0444351
6604	6987	0.19578	-0.0442196
6605	6988	0.195971	-0.0440286
6606	6989	0.196167	-0.0438335
6607	6990	0.196356	-0.0436437
6608	6991	0.196545	-0.0434546
6609	6992	0.196712	-0.0432881
6610	6993	0.196887	-0.0431128
6611	6994	0.197055	-0.0429448
6612	6995	0.197195	-0.0428048
6613	6996	0.197315	-0.0426848
6614	6997	0.197409	-0.0425908
6615	6998	0.197525	-0.0424754
6616	6999	0.197622	-0.0423785
6617	7000	0.197703	-0.0422971
6618	7001	0.197747	-0.0422534
6619	7002	0.197807	-0.042193
6620	7003	0.197864	-0.042136
6621	7004	0.19788	-0.04212
6622	7005	0.197894	-0.0421062
6623	7006	0.197911	-0.0420891
6624	7007	0.197905	-0.0420947
6625	7008	0.197887	-0.0421127
6626	7009	0.197888	-0.042112
6627	7010	0.197889	-0.0421109
6628	7011	0.19786	-0.0421395
6629	7012	0.197843	-0.042157
6630	7013	0.19783	-0.0421698
6631	7014	0.1978	-0.0421997
6632	7015	0.197788	-0.042212
6633	7016	0.197748	-0.0422523
6634	7017	0.197703	-0.0422972
6635	7018	0.197649	-0.0423506
6636	7019	0.197587	-0.0424128
6637	7020	0.197543	-0.0424568
6638	7021	0.197486	-0.0425142
6639	7022	0.197415	-0.0425849
6640	7023	0.197341	-0.0426588
6641	7024	0.197268	-0.0427319
6642	7025	0.197184	-0.0428162
6643	7026	0.197091	-0.0429091
6644	7027	0.196998	-0.0430021
6645	7028	0.196907	-0.0430935
6646	7029	0.196791	-0.0432089
6647	7030	0.196698	-0.0433018
6648	7031	0.196591	-0.0434086
6649	7032	0.19649	-0.0435103
6650	7033	0.196367	-0.0436328
6651	7034	0.196231	-0.0437693
6652	7035	0.196091	-0.0439087
6653	7036	0.195969	-0.0440306
6654	7037	0.195825	-0.0441753
6655	7038	0.195702	-0.0442977
6656	7039	0.195583	-0.0444175
6657	7040	0.195455	-0.0445446
6658	7041	0.195316	-0.0446844
6659	7042	0.19517	-0.0448303
6660	7043	0.195031	-0.0449694
6661	7044	0.194877	-0.0451233
6662	7045	0.194728	-0.0452725
6663	7046	0.194573	-0.0454269
6664	7047	0.194418	-0.045582
6665	7048	0.194244	-0.0457559
6666	7049	0.194059	-0.0459408
6667	7050	0.193866	-0.0461341
6668	7051	0.193681	-0.0463188
6669	7052	0.193482	-0.0465183
6670	7053	0.193244	-0.0467563
6671	7054	0.193001	-0.0469991
6672	7055	0.192831	-0.0471686
6673	7056	0.192651	-0.0473493
6674	7057	0.192453	-0.0475467
6675	7058	0.192251	-0.0477489
6676	7059	0.192061	-0.0479387
6677	7060	0.19185	-0.0481498
6678	7061	0.191612	-0.0483883
6679	7062	0.19137	-0.0486297
6680	7063	0.191122	-0.0488781
6681	7064	0.190866	-0.0491339
6682	7065	0.190602	-0.0493983
6683	7066	0.19036	-0.0496395
6684	7067	0.190136	-0.0498637
9227	9610	0.191233	-0.0487668
9228	9611	0.193618	-0.0463816
9229	9612	0.195911	-0.0440885
9230	9613	0.198071	-0.0419288
9231	9614	0.200116	-0.0398837
9232	9615	0.202198	-0.0378018
9233	9616	0.204169	-0.0358314
9234	9617	0.205995	-0.034005
9235	9618	0.207663	-0.0323372
9236	9619	0.209199	-0.0308011
9237	9620	0.210602	-0.0293983
9238	9621	0.211813	-0.0281869
9239	9622	0.212892	-0.0271076
9240	9623	0.213788	-0.026212
9241	9624	0.214521	-0.0254791
9242	9625	0.215049	-0.0249511
9243	9626	0.21539	-0.0246097
9244	9627	0.215625	-0.0243753
9245	9628	0.215709	-0.0242911
9246	9629	0.215603	-0.0243972
9247	9630	0.215317	-0.0246834
9248	9631	0.214876	-0.0251243
9249	9632	0.214356	-0.0256442
9250	9633	0.21369	-0.0263103
9251	9634	0.21282	-0.0271797
9252	9635	0.211796	-0.0282039
9253	9636	0.210572	-0.0294284
9254	9637	0.209182	-0.0308185
9255	9638	0.207632	-0.0323678
9256	9639	0.205872	-0.0341284
9257	9640	0.204086	-0.0359141
9258	9641	0.202146	-0.037854
9259	9642	0.200029	-0.039971
9260	9643	0.197733	-0.0422674
9261	9644	0.195231	-0.044769
9262	9645	0.192536	-0.0474641
9398	9781	0.190088	-0.0499116
9399	9782	0.190241	-0.0497591
9400	9783	0.190401	-0.0495989
9401	9784	0.190555	-0.0494451
