Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
435	530	0.190077	-0.0499228
436	531	0.190348	-0.0496524
437	532	0.190609	-0.0493906
438	533	0.190961	-0.0490387
439	534	0.19121	-0.0487901
440	535	0.191276	-0.0487235
441	536	0.191379	-0.0486213
442	537	0.191527	-0.0484726
443	538	0.191555	-0.0484455
444	539	0.191502	-0.0484976
445	540	0.191533	-0.0484673
446	541	0.191501	-0.0484985
447	542	0.191494	-0.0485064
448	543	0.191496	-0.0485038
449	544	0.191508	-0.0484919
450	545	0.19143	-0.0485702
451	546	0.191286	-0.0487138
452	547	0.191123	-0.0488766
453	548	0.19089	-0.0491097
454	549	0.190641	-0.0493589
455	550	0.190385	-0.0496147
456	551	0.190251	-0.0497486
457	552	0.190047	-0.0499528
1295	1390	0.190443	-0.0495571
1296	1391	0.19235	-0.0476497
1297	1392	0.194276	-0.0457236
1298	1393	0.195954	-0.0440457
1299	1394	0.197509	-0.0424907
1300	1395	0.199058	-0.0409421
1301	1396	0.200572	-0.0394275
1302	1397	0.201947	-0.0380534
1303	1398	0.203218	-0.0367818
1304	1399	0.204389	-0.0356108
1305	1400	0.205528	-0.0344724
1306	1401	0.206248	-0.033752
1307	1402	0.206783	-0.0332174
1308	1403	0.207079	-0.0329214
1309	1404	0.207201	-0.0327989
1310	1405	0.206826	-0.0331745
1311	1406	0.206291	-0.0337095
1312	1407	0.205671	-0.0343293
1313	1408	0.205011	-0.034989
1314	1409	0.204389	-0.035611
1315	1410	0.20366	-0.0363404
1316	1411	0.202921	-0.0370789
1317	1412	0.202025	-0.0379747
1318	1413	0.200907	-0.0390929
1319	1414	0.199777	-0.0402232
1320	1415	0.19847	-0.0415301
1321	1416	0.197355	-0.0426449
1322	1417	0.196225	-0.043775
1323	1418	0.195072	-0.0449283
1324	1419	0.193507	-0.0464932
1325	1420	0.191847	-0.0481533
1326	1421	0.190148	-0.049852
1539	1634	0.19047	-0.0495302
1540	1635	0.192316	-0.0476844
1541	1636	0.194063	-0.0459374
1542	1637	0.195806	-0.0441939
1543	1638	0.197303	-0.0426966
1544	1639	0.198722	-0.0412779
1545	1640	0.199962	-0.0400375
1546	1641	0.20109	-0.0389098
1547	1642	0.202216	-0.0377844
1548	1643	0.203013	-0.0369872
1549	1644	0.203713	-0.0362874
1550	1645	0.204262	-0.0357377
1551	1646	0.204674	-0.0353261
1552	1647	0.204963	-0.0350374
1553	1648	0.205165	-0.0348347
1554	1649	0.205159	-0.0348413
1555	1650	0.205112	-0.0348881
1556	1651	0.204966	-0.0350342
1557	1652	0.204612	-0.0353884
1558	1653	0.204216	-0.035784
1559	1654	0.203684	-0.0363161
