Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
4292	4675	0.195878	-0.0441217
4293	4676	0.19652	-0.0434804
4294	4677	0.192248	-0.0477518
6607	6990	0.190312	-0.0496885
6608	6991	0.191386	-0.0486143
6609	6992	0.192474	-0.0475263
6610	6993	0.193562	-0.0464381
6611	6994	0.194669	-0.0453307
6612	6995	0.195656	-0.0443441
6613	6996	0.196658	-0.0433425
6614	6997	0.197438	-0.0425622
6615	6998	0.198123	-0.0418773
6616	6999	0.198792	-0.0412083
6617	7000	0.199187	-0.0408133
6618	7001	0.199382	-0.040618
6619	7002	0.199413	-0.0405869
6620	7003	0.199342	-0.0406585
6621	7004	0.19926	-0.0407401
6622	7005	0.199752	-0.0402476
6623	7006	0.200222	-0.0397781
6624	7007	0.200688	-0.0393118
6625	7008	0.201184	-0.0388156
6626	7009	0.201856	-0.0381437
6627	7010	0.202475	-0.037525
6628	7011	0.203187	-0.0368126
6629	7012	0.203928	-0.0360718
6630	7013	0.20441	-0.0355895
6631	7014	0.20475	-0.0352504
6632	7015	0.205079	-0.0349207
6633	7016	0.205459	-0.0345409
6634	7017	0.205806	-0.0341939
6635	7018	0.206218	-0.0337819
6636	7019	0.206483	-0.0335166
6637	7020	0.206839	-0.0331613
6638	7021	0.207146	-0.0328535
6639	7022	0.207401	-0.0325987
6640	7023	0.207821	-0.0321791
6641	7024	0.208308	-0.0316916
6642	7025	0.208655	-0.0313446
6643	7026	0.209052	-0.0309476
6644	7027	0.209525	-0.0304746
6645	7028	0.209976	-0.030024
6646	7029	0.210475	-0.0295254
6647	7030	0.210995	-0.0290051
6648	7031	0.211556	-0.0284436
6649	7032	0.212041	-0.0279595
6650	7033	0.212462	-0.0275378
6651	7034	0.212673	-0.0273274
6652	7035	0.21266	-0.0273398
6653	7036	0.21258	-0.0274199
6654	7037	0.21251	-0.0274903
6655	7038	0.212519	-0.0274808
6656	7039	0.212324	-0.0276756
6657	7040	0.212073	-0.0279266
6658	7041	0.213576	-0.0264242
6659	7042	0.213991	-0.0260087
6660	7043	0.213347	-0.0266533
6661	7044	0.212067	-0.0279332
6662	7045	0.210024	-0.0299764
6663	7046	0.207418	-0.0325818
6664	7047	0.204306	-0.0356937
6665	7048	0.200947	-0.0390534
6666	7049	0.197499	-0.042501
6667	7050	0.194071	-0.0459289
6668	7051	0.190785	-0.0492145
9175	9558	0.195847	-0.0441533
9176	9559	0.194663	-0.0453372
9382	9765	0.190768	-0.049232
9383	9766	0.191433	-0.0485666
9384	9767	0.191965	-0.0480345
9385	9768	0.192329	-0.0476706
9386	9769	0.192648	-0.047352
9387	9770	0.19278	-0.0472198
9388	9771	0.192837	-0.047163
9389	9772	0.192774	-0.0472255
9390	9773	0.192669	-0.0473309
9391	9774	0.192683	-0.0473169
9392	9775	0.192575	-0.0474255
9393	9776	0.192306	-0.0476937
9394	9777	0.192071	-0.0479292
9395	9778	0.191863	-0.0481368
9396	9779	0.191567	-0.048433
9397	9780	0.191228	-0.0487718
9398	9781	0.190929	-0.0490706
9399	9782	0.190585	-0.0494154
9400	9783	0.190235	-0.0497654
9413	9796	0.190038	-0.049962
9414	9797	0.190224	-0.0497757
9415	9798	0.190303	-0.0496972
9416	9799	0.190473	-0.049527
9417	9800	0.190679	-0.0493207
9418	9801	0.190824	-0.0491758
9419	9802	0.191263	-0.0487366
9420	9803	0.191798	-0.0482017
9421	9804	0.192117	-0.0478827
9422	9805	0.192487	-0.0475133
9423	9806	0.192818	-0.0471824
9424	9807	0.193424	-0.0465761
9425	9808	0.194055	-0.0459453
9426	9809	0.194675	-0.0453254
9427	9810	0.195538	-0.0444623
9428	9811	0.196357	-0.043643
9429	9812	0.197417	-0.0425831
9430	9813	0.198399	-0.041601
9431	9814	0.198993	-0.0410074
9432	9815	0.199309	-0.0406909
9433	9816	0.199398	-0.0406025
9434	9817	0.199445	-0.040555
9435	9818	0.19935	-0.0406496
9436	9819	0.199076	-0.040924
9437	9820	0.198542	-0.0414578
9438	9821	0.198171	-0.0418291
9439	9822	0.197716	-0.042284
9440	9823	0.197238	-0.0427618
9441	9824	0.196855	-0.0431446
9442	9825	0.196229	-0.0437708
9443	9826	0.195462	-0.0445383
9444	9827	0.19478	-0.04522
9445	9828	0.194277	-0.0457233
9446	9829	0.194093	-0.0459074
9447	9830	0.193784	-0.0462158
9448	9831	0.193638	-0.0463625
9449	9832	0.193823	-0.0461772
9450	9833	0.193953	-0.0460471
9451	9834	0.19422	-0.0457803
9452	9835	0.194355	-0.0456447
9453	9836	0.194428	-0.0455716
9454	9837	0.194701	-0.0452992
9455	9838	0.194958	-0.045042
9456	9839	0.195217	-0.0447825
9457	9840	0.195497	-0.0445028
9458	9841	0.195661	-0.0443387
9459	9842	0.195791	-0.0442092
9460	9843	0.196005	-0.0439952
9461	9844	0.195956	-0.0440436
9462	9845	0.195801	-0.0441987
9463	9846	0.195404	-0.0445965
9464	9847	0.194889	-0.0451105
9465	9848	0.194504	-0.0454957
9466	9849	0.19405	-0.0459504
9467	9850	0.19352	-0.0464799
9468	9851	0.192842	-0.0471577
9469	9852	0.192079	-0.0479213
9470	9853	0.191296	-0.0487038
9471	9854	0.190552	-0.049448
