Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
2865	3056	0.191116	-0.0488841
2866	3057	0.192197	-0.0478026
2867	3058	0.193157	-0.0468427
2868	3059	0.194092	-0.0459075
2869	3060	0.194998	-0.0450019
2870	3061	0.195851	-0.0441487
2871	3062	0.196713	-0.0432869
2872	3063	0.197529	-0.0424713
2873	3064	0.198294	-0.041706
2874	3065	0.198998	-0.0410018
2875	3066	0.199675	-0.0403248
2876	3067	0.200342	-0.0396577
2877	3068	0.200926	-0.0390744
2878	3069	0.20142	-0.0385803
2879	3070	0.201881	-0.0381194
2880	3071	0.202329	-0.0376706
2881	3072	0.202797	-0.0372025
2882	3073	0.203259	-0.0367407
2883	3074	0.203633	-0.0363669
2884	3075	0.203839	-0.0361605
2885	3076	0.204009	-0.0359909
2886	3077	0.204165	-0.0358355
2887	3078	0.204422	-0.035578
2888	3079	0.204652	-0.0353475
2889	3080	0.20482	-0.0351799
2890	3081	0.204921	-0.035079
2891	3082	0.204916	-0.0350844
2892	3083	0.204833	-0.035167
2893	3084	0.204749	-0.035251
2894	3085	0.204636	-0.0353645
2895	3086	0.204563	-0.0354367
2896	3087	0.204439	-0.0355607
2897	3088	0.204292	-0.0357081
2898	3089	0.204123	-0.0358772
2899	3090	0.203947	-0.0360525
2900	3091	0.203737	-0.0362627
2901	3092	0.203481	-0.0365186
2902	3093	0.203225	-0.0367748
2903	3094	0.202912	-0.0370882
2904	3095	0.202559	-0.0374414
2905	3096	0.202218	-0.0377823
2906	3097	0.201815	-0.0381845
2907	3098	0.201396	-0.0386036
2908	3099	0.200903	-0.0390968
2909	3100	0.200402	-0.0395985
2910	3101	0.199878	-0.0401225
2911	3102	0.199366	-0.0406338
2912	3103	0.198795	-0.0412051
2913	3104	0.198148	-0.0418518
2914	3105	0.197438	-0.0425623
2915	3106	0.196721	-0.0432789
2916	3107	0.195958	-0.0440425
2917	3108	0.195162	-0.0448379
2918	3109	0.194339	-0.0456608
2919	3110	0.193504	-0.0464955
2920	3111	0.192655	-0.0473451
2921	3112	0.191787	-0.0482135
2922	3113	0.190979	-0.0490208
2923	3114	0.190179	-0.0498207
4313	4504	0.190497	-0.0495027
4314	4505	0.191393	-0.0486066
4315	4506	0.192276	-0.0477242
4316	4507	0.19313	-0.04687
4317	4508	0.193961	-0.0460386
4318	4509	0.194729	-0.0452709
4319	4510	0.19547	-0.0445298
4320	4511	0.196171	-0.0438287
4321	4512	0.196842	-0.0431578
4322	4513	0.197491	-0.0425092
4323	4514	0.198114	-0.0418855
4324	4515	0.198712	-0.0412876
4325	4516	0.199293	-0.0407072
4326	4517	0.199857	-0.0401427
4327	4518	0.200377	-0.0396228
4328	4519	0.200857	-0.0391431
4329	4520	0.201332	-0.0386683
4330	4521	0.201779	-0.0382215
4331	4522	0.202205	-0.0377954
4332	4523	0.20262	-0.03738
4333	4524	0.202984	-0.0370157
4334	4525	0.203412	-0.0365882
4335	4526	0.203827	-0.0361732
4336	4527	0.204194	-0.0358061
4337	4528	0.204511	-0.0354889
4338	4529	0.204889	-0.0351114
4339	4530	0.205227	-0.0347726
4340	4531	0.205547	-0.0344526
4341	4532	0.205854	-0.0341462
4342	4533	0.206162	-0.0338382
4343	4534	0.206442	-0.033558
4344	4535	0.206695	-0.0333054
4345	4536	0.206905	-0.0330949
4346	4537	0.207076	-0.0329235
4347	4538	0.207213	-0.0327867
4348	4539	0.207338	-0.0326618
4349	4540	0.207434	-0.0325662
4350	4541	0.207502	-0.0324981
4351	4542	0.207632	-0.032368
4352	4543	0.207729	-0.0322707
4353	4544	0.207804	-0.0321957
4354	4545	0.20785	-0.0321497
4355	4546	0.20787	-0.0321298
4356	4547	0.20786	-0.0321396
4357	4548	0.207855	-0.032145
4358	4549	0.207889	-0.0321113
4359	4550	0.20796	-0.0320398
4360	4551	0.207992	-0.0320084
4361	4552	0.207985	-0.0320146
4362	4553	0.207997	-0.0320027
4363	4554	0.207957	-0.0320429
4364	4555	0.207889	-0.0321107
4365	4556	0.207804	-0.0321957
4366	4557	0.207674	-0.0323256
4367	4558	0.207541	-0.0324587
4368	4559	0.20744	-0.0325599
4369	4560	0.207309	-0.0326907
4370	4561	0.207184	-0.0328156
4371	4562	0.207032	-0.0329678
4372	4563	0.206753	-0.0332471
4373	4564	0.206457	-0.0335433
4374	4565	0.20616	-0.0338399
4375	4566	0.20582	-0.0341804
4376	4567	0.205448	-0.0345523
4377	4568	0.205055	-0.0349452
4378	4569	0.204682	-0.0353181
4379	4570	0.204332	-0.035668
4380	4571	0.203961	-0.0360391
4381	4572	0.20355	-0.0364496
4382	4573	0.203177	-0.0368226
4383	4574	0.202804	-0.0371958
4384	4575	0.202519	-0.0374809
4385	4576	0.202212	-0.0377878
4386	4577	0.201884	-0.0381158
4387	4578	0.201504	-0.0384964
4388	4579	0.201052	-0.0389482
4389	4580	0.200489	-0.0395114
4390	4581	0.199898	-0.0401023
4391	4582	0.199254	-0.0407463
4392	4583	0.198699	-0.0413013
4393	4584	0.198121	-0.0418792
4394	4585	0.197547	-0.0424527
4395	4586	0.196948	-0.0430521
4396	4587	0.196315	-0.0436854
4397	4588	0.195646	-0.0443543
4398	4589	0.19493	-0.0450696
4399	4590	0.194197	-0.0458026
4400	4591	0.193439	-0.0465607
4401	4592	0.192594	-0.0474056
4402	4593	0.191702	-0.0482977
4403	4594	0.190825	-0.0491747
6658	6849	0.19024	-0.0497597
6659	6850	0.190528	-0.0494722
6660	6851	0.191051	-0.0489486
6661	6852	0.191565	-0.0484352
6662	6853	0.192069	-0.0479313
6663	6854	0.192573	-0.0474267
6664	6855	0.193014	-0.0469858
6665	6856	0.19344	-0.0465601
6666	6857	0.193821	-0.046179
6667	6858	0.194204	-0.0457964
6668	6859	0.194588	-0.0454124
6669	6860	0.194959	-0.0450412
6670	6861	0.195371	-0.0446288
6671	6862	0.195759	-0.0442408
6672	6863	0.196137	-0.0438628
6673	6864	0.196537	-0.0434631
6674	6865	0.196967	-0.0430325
6675	6866	0.197399	-0.0426014
6676	6867	0.19784	-0.0421602
6677	6868	0.198287	-0.041713
6678	6869	0.198702	-0.0412984
6679	6870	0.19911	-0.0408901
6680	6871	0.199501	-0.0404989
6681	6872	0.199893	-0.0401069
6682	6873	0.200302	-0.0396983
6683	6874	0.20069	-0.0393103
6684	6875	0.201073	-0.0389265
6685	6876	0.201486	-0.0385141
6686	6877	0.201891	-0.0381091
6687	6878	0.202281	-0.0377193
6688	6879	0.202655	-0.0373448
6689	6880	0.203048	-0.036952
6690	6881	0.203429	-0.0365711
6691	6882	0.203818	-0.0361819
6692	6883	0.204212	-0.0357883
6693	6884	0.204596	-0.0354037
6694	6885	0.204972	-0.0350279
6695	6886	0.205344	-0.0346563
6696	6887	0.205716	-0.0342843
6697	6888	0.206068	-0.0339319
6698	6889	0.206443	-0.0335571
6699	6890	0.206827	-0.0331735
6700	6891	0.207206	-0.0327942
6701	6892	0.207579	-0.032421
6702	6893	0.207951	-0.0320488
6703	6894	0.208312	-0.0316885
6704	6895	0.208679	-0.0313211
6705	6896	0.209054	-0.0309456
6706	6897	0.209404	-0.0305964
6707	6898	0.209767	-0.0302327
6708	6899	0.210132	-0.0298683
6709	6900	0.210479	-0.0295208
6710	6901	0.210794	-0.029206
6711	6902	0.211109	-0.0288911
6712	6903	0.211388	-0.0286116
6713	6904	0.211638	-0.0283617
6714	6905	0.211913	-0.0280868
6715	6906	0.212195	-0.0278046
6716	6907	0.212473	-0.027527
6717	6908	0.21276	-0.0272403
6718	6909	0.21304	-0.0269602
6719	6910	0.213318	-0.0266822
6720	6911	0.213557	-0.026443
6721	6912	0.21378	-0.0262196
6722	6913	0.214013	-0.025987
6723	6914	0.214228	-0.025772
6724	6915	0.2144	-0.0256
6725	6916	0.214546	-0.0254541
6726	6917	0.214705	-0.025295
6727	6918	0.214857	-0.0251425
6728	6919	0.215012	-0.0249876
6729	6920	0.215164	-0.0248355
6730	6921	0.215351	-0.0246494
6731	6922	0.215522	-0.0244778
6732	6923	0.215687	-0.024313
6733	6924	0.215847	-0.0241529
6734	6925	0.216025	-0.0239754
6735	6926	0.216175	-0.0238247
6736	6927	0.216358	-0.0236418
6737	6928	0.21655	-0.0234505
