Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
373	564	0.191038	-0.0489617
374	565	0.192507	-0.0474931
375	566	0.193404	-0.0465964
376	567	0.193826	-0.0461742
377	568	0.193709	-0.0462912
378	569	0.193431	-0.0465686
379	570	0.192634	-0.0473659
380	571	0.191524	-0.0484762
381	572	0.19029	-0.0497097
1483	1674	0.191175	-0.048825
1484	1675	0.196311	-0.043689
1485	1676	0.195814	-0.0441859
3248	3439	0.192578	-0.0474218
3249	3440	0.20226	-0.0377401
3250	3441	0.207609	-0.0323913
3251	3442	0.208414	-0.0315862
3252	3443	0.204109	-0.0358914
3253	3444	0.193219	-0.0467805
3254	3445	0.19433	-0.0456699
3255	3446	0.195329	-0.0446713
3256	3447	0.196137	-0.0438633
3257	3448	0.19677	-0.0432302
3258	3449	0.197447	-0.0425526
3259	3450	0.197895	-0.0421054
3260	3451	0.198481	-0.0415188
3261	3452	0.198785	-0.0412146
3262	3453	0.198707	-0.0412932
3263	3454	0.198432	-0.0415681
3264	3455	0.198048	-0.0419516
3265	3456	0.197955	-0.042045
3266	3457	0.197169	-0.0428312
3267	3458	0.196218	-0.0437824
3268	3459	0.195223	-0.0447772
3269	3460	0.194368	-0.045632
3270	3461	0.193488	-0.0465123
3271	3462	0.193067	-0.0469326
3272	3463	0.192915	-0.0470855
3273	3464	0.192972	-0.0470282
3274	3465	0.193128	-0.0468723
3275	3466	0.19275	-0.0472502
3276	3467	0.192347	-0.0476531
3277	3468	0.191536	-0.0484643
3278	3469	0.190665	-0.0493347
3511	3702	0.190003	-0.0499968
3512	3703	0.190451	-0.0495495
3513	3704	0.190861	-0.0491386
3514	3705	0.190968	-0.0490316
3515	3706	0.191036	-0.048964
3516	3707	0.190971	-0.0490294
3517	3708	0.190907	-0.0490927
3518	3709	0.190711	-0.049289
3519	3710	0.190645	-0.0493554
3520	3711	0.190703	-0.0492971
3521	3712	0.190761	-0.0492395
3522	3713	0.190826	-0.0491735
3523	3714	0.191014	-0.0489865
3524	3715	0.191104	-0.0488959
3525	3716	0.19132	-0.0486802
3526	3717	0.191222	-0.0487776
3527	3718	0.191164	-0.0488361
3528	3719	0.190913	-0.0490874
3529	3720	0.190506	-0.0494945
3530	3721	0.190268	-0.0497319
3531	3722	0.190035	-0.0499647
4053	4244	0.190192	-0.0498084
4054	4245	0.190069	-0.0499312
4314	4505	0.190459	-0.0495412
4315	4506	0.191698	-0.0483022
4316	4507	0.192595	-0.0474051
4317	4508	0.193191	-0.0468094
4318	4509	0.193652	-0.0463479
4319	4510	0.193973	-0.0460273
4320	4511	0.194009	-0.0459913
4321	4512	0.193889	-0.046111
4322	4513	0.19367	-0.0463301
4323	4514	0.193196	-0.046804
4324	4515	0.192523	-0.0474766
4325	4516	0.191716	-0.048284
4326	4517	0.191015	-0.0489847
4327	4518	0.190546	-0.0494539
4328	4519	0.190142	-0.0498578
4367	4558	0.190422	-0.0495775
4368	4559	0.192018	-0.0479816
4369	4560	0.193564	-0.0464358
4370	4561	0.194995	-0.0450051
4371	4562	0.196325	-0.043675
4372	4563	0.197461	-0.0425393
4373	4564	0.198777	-0.041223
4374	4565	0.199887	-0.0401128
4375	4566	0.201301	-0.0386993
4376	4567	0.20197	-0.0380302
4377	4568	0.201898	-0.0381025
4378	4569	0.201908	-0.0380924
4379	4570	0.202003	-0.0379965
4380	4571	0.201959	-0.0380414
4381	4572	0.201699	-0.0383008
4382	4573	0.201153	-0.0388469
4383	4574	0.200897	-0.0391033
4384	4575	0.200766	-0.0392344
4385	4576	0.20085	-0.0391497
4386	4577	0.200892	-0.0391078
4387	4578	0.201154	-0.0388457
4388	4579	0.20183	-0.0381695
4389	4580	0.203316	-0.0366836
4390	4581	0.204577	-0.0354228
4391	4582	0.206118	-0.033882
4392	4583	0.207689	-0.0323107
4393	4584	0.209527	-0.0304729
4394	4585	0.211649	-0.0283515
4395	4586	0.213925	-0.0260746
4396	4587	0.215989	-0.0240112
4397	4588	0.21802	-0.0219805
4398	4589	0.219389	-0.0206107
4399	4590	0.220832	-0.019168
4400	4591	0.222182	-0.0178179
4401	4592	0.222841	-0.0171591
4402	4593	0.222914	-0.017086
4403	4594	0.222545	-0.017455
4404	4595	0.22202	-0.0179797
4405	4596	0.221295	-0.0187048
4406	4597	0.220218	-0.0197816
4407	4598	0.219035	-0.0209653
4408	4599	0.217405	-0.0225945
4409	4600	0.215796	-0.0242041
4410	4601	0.214004	-0.0259964
4411	4602	0.212145	-0.0278555
4412	4603	0.210012	-0.0299877
4413	4604	0.208301	-0.0316994
4414	4605	0.206824	-0.0331758
4415	4606	0.205658	-0.0343419
4416	4607	0.20475	-0.0352496
4417	4608	0.204135	-0.0358651
4418	4609	0.203532	-0.0364678
4419	4610	0.202751	-0.0372488
4420	4611	0.202241	-0.0377585
4421	4612	0.20162	-0.0383797
4422	4613	0.200891	-0.0391091
4423	4614	0.200095	-0.0399047
4424	4615	0.199556	-0.0404441
4425	4616	0.198915	-0.0410854
4426	4617	0.19822	-0.0417805
4427	4618	0.197438	-0.0425618
4428	4619	0.196659	-0.0433413
4429	4620	0.196303	-0.0436965
4430	4621	0.195805	-0.0441949
4431	4622	0.195614	-0.0443861
4432	4623	0.195473	-0.0445272
4433	4624	0.195478	-0.0445219
4434	4625	0.195683	-0.044317
4435	4626	0.196058	-0.0439417
4436	4627	0.19644	-0.0435598
4437	4628	0.196577	-0.0434226
4438	4629	0.196702	-0.0432984
4439	4630	0.19706	-0.0429395
4440	4631	0.197327	-0.0426728
4441	4632	0.197422	-0.0425781
4442	4633	0.197668	-0.0423321
4443	4634	0.197658	-0.0423416
4444	4635	0.197827	-0.0421733
4445	4636	0.198058	-0.0419421
4446	4637	0.198258	-0.0417418
4447	4638	0.198374	-0.0416257
4448	4639	0.19827	-0.04173
4449	4640	0.198358	-0.0416422
4450	4641	0.19856	-0.0414397
4451	4642	0.199001	-0.0409989
4452	4643	0.199439	-0.0405615
4453	4644	0.19992	-0.0400803
4454	4645	0.200235	-0.0397649
4455	4646	0.200515	-0.0394846
4456	4647	0.200927	-0.0390726
4457	4648	0.201252	-0.0387477
4458	4649	0.201453	-0.0385471
4459	4650	0.201606	-0.0383937
4460	4651	0.201976	-0.0380243
4461	4652	0.202812	-0.0371878
4462	4653	0.203415	-0.0365853
4463	4654	0.203749	-0.0362509
4464	4655	0.204024	-0.0359765
4465	4656	0.204026	-0.0359736
4466	4657	0.204022	-0.035978
4467	4658	0.204218	-0.0357822
4468	4659	0.204233	-0.0357672
4469	4660	0.204219	-0.0357809
4470	4661	0.203502	-0.0364984
4471	4662	0.202808	-0.0371918
4472	4663	0.202117	-0.0378832
4473	4664	0.201348	-0.0386519
4474	4665	0.200871	-0.0391295
4475	4666	0.200495	-0.0395049
4476	4667	0.200196	-0.0398036
4477	4668	0.199758	-0.0402418
4478	4669	0.199581	-0.0404194
4479	4670	0.199273	-0.0407274
4480	4671	0.19897	-0.0410303
4481	4672	0.198594	-0.0414056
4482	4673	0.198333	-0.0416669
4483	4674	0.213781	-0.0262187
4484	4675	0.221418	-0.0185823
4485	4676	0.221148	-0.0188521
4486	4677	0.214564	-0.0254365
4487	4678	0.202305	-0.0376946
5078	5269	0.190224	-0.0497761
5079	5270	0.19047	-0.0495298
5080	5271	0.190576	-0.0494237
5081	5272	0.190473	-0.0495265
5082	5273	0.190289	-0.0497112
5083	5274	0.190404	-0.0495961
5084	5275	0.190173	-0.0498273
5085	5276	0.190084	-0.0499155
6631	6822	0.191051	-0.0489487
6632	6823	0.1928	-0.0472003
6633	6824	0.194437	-0.0455626
6634	6825	0.19578	-0.04422
6635	6826	0.196894	-0.043106
6636	6827	0.197598	-0.0424025
6637	6828	0.198041	-0.0419587
6638	6829	0.198133	-0.0418665
6639	6830	0.197914	-0.0420859
6640	6831	0.197746	-0.0422536
6641	6832	0.197623	-0.0423771
6642	6833	0.197435	-0.0425647
6643	6834	0.197209	-0.0427912
6644	6835	0.196892	-0.043108
6645	6836	0.196489	-0.0435105
6646	6837	0.196153	-0.0438472
6647	6838	0.196359	-0.0436411
6648	6839	0.196697	-0.0433028
6649	6840	0.19727	-0.0427296
6650	6841	0.198057	-0.0419434
6651	6842	0.198513	-0.0414869
6652	6843	0.19912	-0.04088
6653	6844	0.199673	-0.040327
6654	6845	0.200121	-0.0398788
6655	6846	0.200717	-0.0392828
6656	6847	0.201171	-0.0388291
6657	6848	0.20147	-0.0385299
6658	6849	0.201612	-0.0383882
6659	6850	0.201775	-0.0382251
6660	6851	0.20178	-0.0382203
6661	6852	0.201624	-0.0383758
6662	6853	0.201652	-0.038348
6663	6854	0.201574	-0.0384262
6664	6855	0.201229	-0.0387715
6665	6856	0.200553	-0.0394474
6666	6857	0.19974	-0.0402596
6667	6858	0.199054	-0.0409462
6668	6859	0.198368	-0.0416322
6669	6860	0.197811	-0.042189
6670	6861	0.197014	-0.0429859
6671	6862	0.196609	-0.0433909
6672	6863	0.195689	-0.0443114
6673	6864	0.194819	-0.0451809
6674	6865	0.194198	-0.0458022
6675	6866	0.19378	-0.0462203
6676	6867	0.193617	-0.046383
6677	6868	0.19407	-0.0459304
6678	6869	0.194537	-0.045463
6679	6870	0.194928	-0.0450717
6680	6871	0.19519	-0.0448102
6681	6872	0.195548	-0.0444519
6682	6873	0.196155	-0.0438454
6683	6874	0.196654	-0.0433457
6684	6875	0.197294	-0.0427064
6685	6876	0.197902	-0.0420981
6686	6877	0.198536	-0.0414645
6687	6878	0.198767	-0.0412328
6688	6879	0.199137	-0.0408635
6689	6880	0.199379	-0.040621
6690	6881	0.199456	-0.0405437
6691	6882	0.199474	-0.0405262
6692	6883	0.199334	-0.0406663
6693	6884	0.199802	-0.0401975
6694	6885	0.199983	-0.040017
6695	6886	0.200325	-0.0396748
6696	6887	0.200758	-0.0392424
6697	6888	0.201213	-0.0387873
6698	6889	0.201652	-0.0383484
6699	6890	0.202063	-0.0379375
6700	6891	0.202166	-0.037834
6701	6892	0.202402	-0.037598
6702	6893	0.202261	-0.0377388
6703	6894	0.202244	-0.0377556
6704	6895	0.202311	-0.0376888
6705	6896	0.20221	-0.0377898
6706	6897	0.202206	-0.0377943
6707	6898	0.202261	-0.0377387
6708	6899	0.202465	-0.0375347
6709	6900	0.203025	-0.0369747
6710	6901	0.203658	-0.0363416
6711	6902	0.204031	-0.0359686
6712	6903	0.204729	-0.0352708
6713	6904	0.205338	-0.0346621
6714	6905	0.205944	-0.0340558
6715	6906	0.206946	-0.0330538
6716	6907	0.207766	-0.0322336
