Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
3001	3192	0.1907	-0.0493001
3002	3193	0.19389	-0.0461102
3003	3194	0.196682	-0.043318
3004	3195	0.198825	-0.0411751
3005	3196	0.200657	-0.0393428
3006	3197	0.201955	-0.0380448
3007	3198	0.202709	-0.0372906
3008	3199	0.202949	-0.0370515
3009	3200	0.203434	-0.0365657
3010	3201	0.203345	-0.0366551
3011	3202	0.202884	-0.0371156
3012	3203	0.201911	-0.0380886
3013	3204	0.200477	-0.0395231
3014	3205	0.198683	-0.0413167
3015	3206	0.196456	-0.0435444
3016	3207	0.193868	-0.0461317
3017	3208	0.190573	-0.0494265
3268	3459	0.192777	-0.0472229
3269	3460	0.195333	-0.0446672
3270	3461	0.197897	-0.0421031
3271	3462	0.200301	-0.0396988
3272	3463	0.202546	-0.0374542
3273	3464	0.204437	-0.0355632
3274	3465	0.206048	-0.0339522
3275	3466	0.207368	-0.032632
3276	3467	0.208585	-0.0314152
3277	3468	0.209568	-0.0304322
3278	3469	0.210279	-0.0297213
3279	3470	0.210644	-0.029356
3280	3471	0.210601	-0.0293988
3281	3472	0.210173	-0.0298266
3282	3473	0.209525	-0.0304747
3283	3474	0.208427	-0.0315728
3284	3475	0.207177	-0.0328225
3285	3476	0.205644	-0.0343563
3286	3477	0.203814	-0.0361858
3287	3478	0.201633	-0.0383667
3288	3479	0.199663	-0.0403365
3289	3480	0.197231	-0.042769
3290	3481	0.194491	-0.045509
3291	3482	0.191508	-0.0484917
3521	3712	0.190051	-0.0499492
3522	3713	0.190049	-0.0499508
3523	3714	0.190041	-0.0499594
3524	3715	0.190063	-0.0499369
3525	3716	0.190044	-0.0499564
3526	3717	0.190012	-0.0499885
4363	4554	0.190283	-0.0497175
4364	4555	0.19087	-0.0491297
4365	4556	0.19146	-0.0485402
4366	4557	0.192102	-0.047898
4367	4558	0.192847	-0.0471531
4368	4559	0.19359	-0.0464103
4369	4560	0.194304	-0.0456957
4370	4561	0.194988	-0.0450124
4371	4562	0.195626	-0.0443741
4372	4563	0.196282	-0.0437183
4373	4564	0.196946	-0.0430539
4374	4565	0.197673	-0.042327
4375	4566	0.198416	-0.0415843
4376	4567	0.199181	-0.0408189
4377	4568	0.199943	-0.0400574
4378	4569	0.200706	-0.0392935
4379	4570	0.201394	-0.0386058
4380	4571	0.202132	-0.0378675
4381	4572	0.202806	-0.0371943
4382	4573	0.203452	-0.0365485
4383	4574	0.204035	-0.0359653
4384	4575	0.204567	-0.035433
4385	4576	0.205071	-0.0349294
4386	4577	0.205527	-0.0344735
4387	4578	0.205965	-0.0340349
4388	4579	0.206332	-0.0336684
4389	4580	0.206722	-0.0332779
4390	4581	0.207066	-0.0329335
