Start_Pos	End_Pos	Discriminant_Value	Distance from cutoff
374	469	0.190929	-0.0490707
375	470	0.192269	-0.0477313
376	471	0.193403	-0.0465969
377	472	0.19469	-0.0453101
378	473	0.196609	-0.0433909
379	474	0.197849	-0.0421513
380	475	0.198599	-0.0414014
381	476	0.199244	-0.0407559
382	477	0.199649	-0.0403508
383	478	0.199481	-0.0405192
384	479	0.199051	-0.0409487
385	480	0.198846	-0.0411537
386	481	0.198199	-0.0418014
387	482	0.198135	-0.0418655
388	483	0.197592	-0.0424075
389	484	0.196969	-0.0430307
390	485	0.196108	-0.0438922
391	486	0.195205	-0.0447946
392	487	0.193593	-0.0464066
393	488	0.192671	-0.047329
394	489	0.191935	-0.0480651
395	490	0.191451	-0.0485489
396	491	0.19139	-0.0486104
397	492	0.191143	-0.0488571
398	493	0.191043	-0.0489566
399	494	0.190458	-0.0495423
455	550	0.190764	-0.0492364
456	551	0.190842	-0.0491575
457	552	0.191134	-0.048866
458	553	0.191913	-0.0480867
459	554	0.193045	-0.0469553
460	555	0.193237	-0.0467627
461	556	0.192545	-0.0474554
462	557	0.19204	-0.0479596
463	558	0.190871	-0.0491287
464	559	0.190115	-0.0498846
465	560	0.190105	-0.0498946
466	561	0.190581	-0.0494191
467	562	0.191285	-0.0487148
468	563	0.193119	-0.0468813
469	564	0.195221	-0.0447792
470	565	0.196444	-0.0435557
471	566	0.196937	-0.0430629
472	567	0.196913	-0.0430871
473	568	0.195756	-0.0442436
474	569	0.193452	-0.046548
475	570	0.191208	-0.048792
823	918	0.190412	-0.0495878
824	919	0.190939	-0.0490613
825	920	0.190977	-0.0490233
826	921	0.190508	-0.0494918
827	922	0.190078	-0.0499221
1302	1397	0.190622	-0.0493783
1303	1398	0.193771	-0.0462287
1304	1399	0.195735	-0.0442651
1305	1400	0.19847	-0.0415297
1306	1401	0.201305	-0.038695
1307	1402	0.204046	-0.0359538
1308	1403	0.205944	-0.0340563
1309	1404	0.207244	-0.0327558
1310	1405	0.207474	-0.0325262
1311	1406	0.207012	-0.0329885
1312	1407	0.206514	-0.0334862
1313	1408	0.205764	-0.0342361
1314	1409	0.205089	-0.0349111
1315	1410	0.204779	-0.035221
1316	1411	0.20404	-0.0359595
1317	1412	0.203645	-0.036355
1318	1413	0.203765	-0.036235
1319	1414	0.203537	-0.0364625
1320	1415	0.203034	-0.0369664
1321	1416	0.202262	-0.0377376
1322	1417	0.201545	-0.0384546
1323	1418	0.200932	-0.0390685
1324	1419	0.199782	-0.0402182
1325	1420	0.198385	-0.0416145
1326	1421	0.197838	-0.0421617
1327	1422	0.198028	-0.0419721
1328	1423	0.198167	-0.041833
1329	1424	0.198531	-0.041469
1330	1425	0.198774	-0.0412264
1331	1426	0.199406	-0.0405942
1332	1427	0.199692	-0.0403079
1333	1428	0.20066	-0.0393402
1334	1429	0.201432	-0.0385683
1335	1430	0.202313	-0.0376875
1336	1431	0.203366	-0.0366343
1337	1432	0.205158	-0.0348421
1338	1433	0.207476	-0.0325235
1339	1434	0.209732	-0.0302681
1340	1435	0.211626	-0.0283738
1341	1436	0.212939	-0.0270611
1342	1437	0.213514	-0.0264855
1343	1438	0.213652	-0.0263477
1344	1439	0.213523	-0.0264767
1345	1440	0.213054	-0.0269455
1346	1441	0.212392	-0.0276078
1347	1442	0.212111	-0.0278892
1348	1443	0.211882	-0.0281184
1349	1444	0.21125	-0.0287499
1350	1445	0.210065	-0.029935
1351	1446	0.208328	-0.0316718
1352	1447	0.206043	-0.0339574
1353	1448	0.20371	-0.0362897
1354	1449	0.201037	-0.0389626
1355	1450	0.19831	-0.0416898
1356	1451	0.195555	-0.0444448
1357	1452	0.19342	-0.0465804
1358	1453	0.191283	-0.0487174
1359	1454	0.190342	-0.0496577
1369	1464	0.195779	-0.044221
1370	1465	0.203944	-0.0360558
1371	1466	0.203902	-0.0360978
1372	1467	0.196492	-0.0435079
1483	1578	0.198232	-0.0417678
1484	1579	0.208293	-0.0317073
1485	1580	0.209008	-0.0309924
1486	1581	0.199906	-0.0400938
1567	1662	0.190632	-0.0493676
1568	1663	0.194478	-0.0455218
1569	1664	0.197615	-0.0423853
1570	1665	0.19982	-0.0401799
1571	1666	0.201294	-0.0387058
1572	1667	0.201616	-0.0383836
1573	1668	0.200713	-0.0392875
1574	1669	0.199232	-0.0407677
1575	1670	0.197797	-0.0422032
1576	1671	0.19541	-0.04459
1577	1672	0.193033	-0.0469665
1578	1673	0.190889	-0.0491112
1591	1686	0.19063	-0.0493705
1592	1687	0.190561	-0.0494386
1593	1688	0.190125	-0.0498749
1867	1962	0.190321	-0.0496788
1868	1963	0.191885	-0.0481148
1869	1964	0.192512	-0.0474879
1870	1965	0.192315	-0.0476851
1871	1966	0.191655	-0.048345
1872	1967	0.191237	-0.0487626
1873	1968	0.190608	-0.0493923
1874	1969	0.19044	-0.0495603
1875	1970	0.190437	-0.0495634
1876	1971	0.190588	-0.0494118
1877	1972	0.190552	-0.0494483
1878	1973	0.190681	-0.0493191
1879	1974	0.190869	-0.0491309
1880	1975	0.191298	-0.0487019
1881	1976	0.191968	-0.0480322
1882	1977	0.192311	-0.0476891
1883	1978	0.192828	-0.0471724
1884	1979	0.193547	-0.046453
1885	1980	0.194132	-0.0458685
1886	1981	0.194485	-0.0455153
1887	1982	0.195435	-0.0445648
1888	1983	0.196258	-0.0437423
1889	1984	0.196258	-0.0437425
1890	1985	0.195911	-0.0440895
1891	1986	0.195313	-0.0446866
1892	1987	0.195082	-0.0449182
1893	1988	0.194812	-0.0451879
1894	1989	0.194241	-0.045759
1895	1990	0.193765	-0.0462345
1896	1991	0.193789	-0.0462114
1897	1992	0.193704	-0.0462959
1898	1993	0.19363	-0.0463696
1899	1994	0.19343	-0.0465696
1900	1995	0.193175	-0.0468251
1901	1996	0.19304	-0.0469596
1902	1997	0.192634	-0.0473659
1903	1998	0.192385	-0.0476151
1904	1999	0.19188	-0.0481203
1905	2000	0.191376	-0.0486243
1906	2001	0.191134	-0.048866
1907	2002	0.190448	-0.0495517
2042	2137	0.19468	-0.0453202
2043	2138	0.199392	-0.0406076
2044	2139	0.201822	-0.0381782
2045	2140	0.200538	-0.0394619
2046	2141	0.195581	-0.0444193
2066	2161	0.191949	-0.0480513
2067	2162	0.193936	-0.0460635
2068	2163	0.195749	-0.0442513
2069	2164	0.197076	-0.0429239
2070	2165	0.198143	-0.0418565
2071	2166	0.198952	-0.0410478
2072	2167	0.199474	-0.0405258
2073	2168	0.199829	-0.0401707
2074	2169	0.200488	-0.039512
2075	2170	0.20123	-0.0387702
2076	2171	0.201844	-0.0381556
2077	2172	0.204458	-0.0355424
2078	2173	0.205845	-0.0341555
2079	2174	0.205802	-0.0341981
2080	2175	0.205347	-0.0346533
2081	2176	0.203717	-0.0362833
