Start_Pos	End_Pos	Discriminant_Value	Is_Mosaic
1	96	0.38756	1
2	97	0.39003	1
3	98	0.391616	1
4	99	0.392385	1
5	100	0.392401	1
6	101	0.391729	1
7	102	0.390436	1
8	103	0.388585	1
9	104	0.386243	1
10	105	0.383475	1
11	106	0.380346	1
12	107	0.376922	1
13	108	0.371814	1
14	109	0.367613	1
15	110	0.363161	1
16	111	0.359749	1
17	112	0.357378	1
18	113	0.354953	1
19	114	0.352927	1
20	115	0.351804	1
21	116	0.351001	1
22	117	0.350404	1
23	118	0.349146	1
24	119	0.347767	1
25	120	0.34593	1
26	121	0.343519	1
27	122	0.340839	1
28	123	0.338236	1
29	124	0.33584	1
30	125	0.333835	1
31	126	0.330755	1
32	127	0.327802	1
33	128	0.32508	1
34	129	0.322028	1
35	130	0.320074	1
36	131	0.318818	1
37	132	0.317395	1
38	133	0.316443	1
39	134	0.315585	1
40	135	0.314668	1
41	136	0.313467	1
42	137	0.312727	1
43	138	0.311794	1
44	139	0.310398	1
45	140	0.309218	1
46	141	0.307761	1
47	142	0.305407	1
48	143	0.302253	1
49	144	0.299162	0
50	145	0.296268	0
51	146	0.293509	0
52	147	0.291531	0
53	148	0.289286	0
54	149	0.286696	0
55	150	0.283532	0
56	151	0.280447	0
57	152	0.277279	0
58	153	0.274553	0
59	154	0.271763	0
60	155	0.268972	0
61	156	0.266454	0
62	157	0.264248	0
63	158	0.262479	0
64	159	0.261831	0
65	160	0.261251	0
66	161	0.261016	0
67	162	0.260653	0
68	163	0.25933	0
69	164	0.256699	0
70	165	0.254833	0
71	166	0.252986	0
72	167	0.251255	0
73	168	0.24993	0
74	169	0.248345	0
75	170	0.244912	0
76	171	0.240765	0
77	172	0.236997	0
78	173	0.234013	0
79	174	0.231242	0
80	175	0.229537	0
81	176	0.226779	0
82	177	0.224954	0
83	178	0.224368	0
84	179	0.223871	0
85	180	0.223722	0
86	181	0.223327	0
87	182	0.222205	0
88	183	0.220843	0
89	184	0.219746	0
90	185	0.218686	0
91	186	0.217545	0
92	187	0.217121	0
93	188	0.216917	0
94	189	0.216561	0
95	190	0.216586	0
96	191	0.216422	0
97	192	0.215825	0
98	193	0.215722	0
99	194	0.216696	0
100	195	0.217978	0
101	196	0.219246	0
102	197	0.220514	0
103	198	0.222087	0
104	199	0.224338	0
105	200	0.226415	0
106	201	0.228305	0
107	202	0.230626	0
108	203	0.233014	0
109	204	0.235564	0
110	205	0.237995	0
111	206	0.240906	0
112	207	0.242939	0
113	208	0.244046	0
114	209	0.245217	0
115	210	0.246687	0
