Start_Pos	End_Pos	Discriminant_Value	Is_Mosaic
1	96	0.267842	0
2	97	0.243032	0
3	98	0.230204	0
4	99	0.227228	0
5	100	0.231971	0
6	101	0.242303	0
7	102	0.253514	0
8	103	0.270688	0
9	104	0.283426	0
10	105	0.294083	0
11	106	0.301464	1
12	107	0.300413	1
13	108	0.307608	1
14	109	0.314826	1
15	110	0.323199	1
16	111	0.33689	1
17	112	0.355465	1
18	113	0.377668	1
19	114	0.405002	1
20	115	0.425514	1
21	116	0.438442	1
22	117	0.442781	1
23	118	0.444874	1
24	119	0.436022	1
25	120	0.42085	1
26	121	0.403715	1
27	122	0.390435	1
28	123	0.383747	1
29	124	0.380342	1
30	125	0.373601	1
31	126	0.369299	1
32	127	0.368613	1
33	128	0.368838	1
34	129	0.36897	1
35	130	0.36957	1
36	131	0.371814	1
37	132	0.378924	1
38	133	0.385746	1
39	134	0.388489	1
40	135	0.388555	1
41	136	0.384663	1
42	137	0.378979	1
43	138	0.373916	1
44	139	0.368824	1
45	140	0.365492	1
46	141	0.362752	1
47	142	0.364038	1
48	143	0.362253	1
49	144	0.360203	1
50	145	0.357057	1
51	146	0.352495	1
52	147	0.348872	1
53	148	0.351028	1
54	149	0.35336	1
55	150	0.356115	1
56	151	0.355426	1
57	152	0.350848	1
58	153	0.344017	1
59	154	0.337556	1
60	155	0.333388	1
61	156	0.327038	1
62	157	0.325373	1
63	158	0.329873	1
64	159	0.334012	1
65	160	0.340574	1
66	161	0.346795	1
67	162	0.351659	1
68	163	0.358938	1
69	164	0.366602	1
70	165	0.37351	1
71	166	0.37724	1
72	167	0.380383	1
73	168	0.381915	1
74	169	0.381347	1
75	170	0.38088	1
76	171	0.378373	1
77	172	0.38001	1
78	173	0.380613	1
79	174	0.379147	1
80	175	0.378167	1
81	176	0.379231	1
82	177	0.380335	1
83	178	0.383578	1
84	179	0.387067	1
85	180	0.391566	1
86	181	0.397336	1
87	182	0.405909	1
88	183	0.406842	1
89	184	0.403758	1
90	185	0.400298	1
91	186	0.399157	1
92	187	0.398704	1
93	188	0.399752	1
94	189	0.404716	1
95	190	0.413285	1
96	191	0.423887	1
97	192	0.434249	1
98	193	0.440609	1
99	194	0.444694	1
100	195	0.447578	1
101	196	0.450777	1
102	197	0.450723	1
103	198	0.448466	1
104	199	0.446798	1
105	200	0.445568	1
106	201	0.443068	1
107	202	0.440531	1
108	203	0.437946	1
109	204	0.433457	1
110	205	0.429879	1
111	206	0.425526	1
112	207	0.419063	1
113	208	0.409899	1
114	209	0.399072	1
115	210	0.386859	1
116	211	0.374283	1
117	212	0.363561	1
118	213	0.356372	1
119	214	0.348936	1
120	215	0.346279	1
121	216	0.347223	1
122	217	0.353238	1
123	218	0.359989	1
124	219	0.366941	1
125	220	0.374064	1
126	221	0.380052	1
127	222	0.382993	1
128	223	0.383818	1
129	224	0.38067	1
130	225	0.376048	1
131	226	0.373644	1
132	227	0.372684	1
133	228	0.371516	1
134	229	0.371223	1
135	230	0.372777	1
136	231	0.371849	1
137	232	0.369958	1
138	233	0.36772	1
139	234	0.364867	1
140	235	0.362694	1
141	236	0.363331	1
142	237	0.364205	1
143	238	0.3661	1
144	239	0.368865	1
145	240	0.372104	1
146	241	0.371028	1
147	242	0.371256	1
148	243	0.370932	1
149	244	0.3673	1
150	245	0.365631	1
